TN,Hand,Hand.Angle,RT,MT,tgt_jump_size,ti,clamp_size,Exp,SN,Hand_dt,RT_dt,Hand_Diff,RT_Diff
112,-20.01149888,24.98850112,466,79,-3,45,3,3d_discrete,2,-6.11583155,13,10.29404943,139
113,-7.28680311,37.71319689,605,46,3,45,3,3d_discrete,2,4.178217876,98.8,-4.861419684,116
114,-12.6525565,32.3474435,721,44,3,45,-3,3d_discrete,2,-0.683201808,166.6,-2.123629278,-222
115,-14.64737527,30.35262473,499,90,0,45,3,3d_discrete,2,-2.806831086,-61.6,3.34831275,-45
116,-12.97270636,32.02729364,454,29,1,45,3,3d_discrete,2,0.541481664,-95,-3.315588152,134
117,-15.35749342,29.64250658,588,18,-3,45,3,3d_discrete,2,-2.774106488,14.6,11.64768745,-87
118,-2.81555668,42.18444332,501,15,1,45,3,3d_discrete,2,8.873580966,-51.6,-11.26060497,-65
119,-14.43206294,30.56793706,436,47,3,45,3,3d_discrete,2,-2.387024006,-59.6,7.320971598,19
120,-5.22702036,39.77297964,455,46,3,45,-3,3d_discrete,2,4.933947592,-31.8,0.437515104,126
121,-2.74370498,42.25629502,581,52,0,45,3,3d_discrete,2,5.371462696,68.8,-9.47759868,-12
122,-11.43725622,33.56274378,569,14,-3,45,-3,3d_discrete,2,-4.106135984,60.6,5.64183622,3
123,-6.54038583,38.45961417,572,63,0,45,-3,3d_discrete,2,1.535700236,49.4,1.211667234,-20
124,-3.05288251,41.94711749,552,53,1,45,-3,3d_discrete,2,2.74736747,6.2,-8.665689002,-89
125,-13.3414593,31.6585407,463,52,3,45,3,3d_discrete,2,-5.918321532,-84.4,2.440369184,9
126,-12.9404364,32.0595636,472,99,1,45,3,3d_discrete,2,-3.477952348,-53.6,5.580831756,-46
127,-6.34019175,38.65980825,426,101,-3,45,3,3d_discrete,2,2.102879408,-71,0.900670624,146
128,-5.16430495,39.83569505,572,47,1,45,-3,3d_discrete,2,3.003550032,75,1.950435536,-425
129,-3.25411614,41.74588386,147,93,0,45,-3,3d_discrete,2,4.953985568,-269,-0.831351512,258
130,-1.77146974,43.22853026,405,65,-3,45,-3,3d_discrete,2,4.122634056,0.6,-7.253490348,-79
131,-8.04609101,36.95390899,326,46,0,45,3,3d_discrete,2,-3.130856292,-49.2,7.88806526,-22
132,1.38751575,46.38751575,304,65,3,45,-3,3d_discrete,2,4.757208968,-46.8,-6.243976676,77
133,-4.77949992,40.22050008,381,52,1,45,-3,3d_discrete,2,-1.486767708,68.4,-4.256816788,55
134,-10.48186685,34.51813315,436,1099,0,45,3,3d_discrete,2,-5.743584496,65.6,5.164814582,-80
135,-6.2034479,38.7965521,356,30,3,45,3,3d_discrete,2,-0.578769914,-4.6,0.560268842,164
136,-5.04245107,39.95754893,520,33,-3,45,-3,3d_discrete,2,-0.018501072,120.6,-6.508439124,-132
137,-14.78549168,30.21450832,388,31,-3,45,3,3d_discrete,2,-6.526940196,-28.2,17.14529069,61
138,4.14462374,49.14462374,449,46,0,45,-3,3d_discrete,2,10.61835049,19.2,-10.73742417,-118
139,-5.62053383,39.37946617,331,54,3,45,-3,3d_discrete,2,-0.119073682,-77.8,NA,105
140,NA,213.0706778,436,243,1,45,3,3d_discrete,2,NA,11.2,NA,183
141,17.14761988,62.14761988,619,2197,0,45,-3,3d_discrete,2,17.97886647,174.4,-21.75105711,-162
142,-4.49368377,40.50631623,457,46,3,45,3,3d_discrete,2,-3.772190638,-1.4,-7.698257054,-194
143,-11.54355311,33.45644689,263,46,0,45,3,3d_discrete,2,-11.47044769,-158.2,1.180299642,250
144,-13.99022277,31.00977723,513,46,-3,45,-3,3d_discrete,2,-10.29014805,55.4,2.894169732,-43
145,-12.46493284,32.53506716,470,62,3,45,-3,3d_discrete,2,-7.395978318,5.6,7.306175032,-110
146,-10.73535223,34.26464777,360,63,1,45,3,3d_discrete,2,-0.089803286,-52.6,-0.352504684,-36
147,-12.7364002,32.2635998,324,59,1,45,-3,3d_discrete,2,-0.44230797,-62,-2.444963502,183
148,-16.09081635,28.90918365,507,81,-3,45,3,3d_discrete,2,-2.887271472,72.2,2.887271472,12
1,-10.37170266,34.62829734,519,40,0,45,0,3d_discrete,3,0,0,4.601281665,-25
2,-1.16913933,43.83086067,494,40,0,45,0,3d_discrete,3,4.601281665,-12.5,0.784450565,-45
3,2.30817735,47.30817735,449,42,0,45,0,3d_discrete,3,5.38573223,-38.33333333,-5.691909455,-45
4,-3.48579118,41.51420882,404,30,0,45,0,3d_discrete,3,-0.306177225,-62.5,-0.075561283,-104
5,-3.65678709,41.34321291,300,40,0,45,0,3d_discrete,3,-0.381738508,-133.2,-4.142862666,21
6,-7.15663653,37.84336347,321,30,0,45,0,3d_discrete,3,-4.524601174,-72.6,-0.038970368,-20
7,-8.70222379,36.29777621,301,24,0,45,0,3d_discrete,3,-4.563571542,-54,11.52448255,26
8,2.95077911,47.95077911,327,25,0,45,0,3d_discrete,3,6.960911006,-3.6,-5.069619962,-51
9,-1.77710327,43.22289673,276,41,0,45,0,3d_discrete,3,1.891291044,-29,5.244674316,78
10,5.24866058,50.24866058,354,25,0,45,0,3d_discrete,3,7.13596536,38.2,-6.418067174,-299
11,0.32740089,45.32740089,55,42,0,45,0,3d_discrete,3,0.717898186,-207.6,-2.532704192,81
12,-0.58107318,44.41892682,136,70,0,45,0,3d_discrete,3,-1.814806006,-93.6,3.802623146,175
13,3.28924268,48.28924268,311,42,0,45,0,3d_discrete,3,1.98781714,84.6,-9.136644758,-61
14,-6.86497678,38.13502322,250,42,0,45,0,3d_discrete,3,-7.148827618,28.8,8.00511632,7
15,0.11300928,45.11300928,257,40,0,45,0,3d_discrete,3,0.856288702,55.2,0.465163426,34
16,0.64086566,45.64086566,291,40,0,45,0,3d_discrete,3,1.321452128,42,-3.792818112,60
17,-3.79467227,41.20532773,351,41,0,45,0,3d_discrete,3,-2.471365984,59,4.363170774,-19
18,-0.11168754,44.88831246,332,40,0,45,0,3d_discrete,3,1.89180479,35.8,-2.739396032,14
19,-1.84761027,43.15238973,346,40,0,45,0,3d_discrete,3,-0.847591242,30.6,1.00872291,-83
20,-1.07686152,43.92313848,263,40,0,45,0,3d_discrete,3,0.161131668,-53.6,-0.823699828,7
21,-2.5359181,42.4640819,270,24,0,45,0,3d_discrete,3,-0.66256816,-42.4,1.663245358,-26
22,-0.14217286,44.85782714,244,32,0,45,0,3d_discrete,3,1.000677198,-47,-0.219688984,-104
23,-0.42440542,44.57559458,140,24,0,45,0,3d_discrete,3,0.780988214,-112.6,3.30974711,-20
24,4.06857968,49.06857968,120,41,0,45,0,3d_discrete,3,4.090735324,-87.4,-5.8353894,217
25,-1.93929677,43.06070323,337,37,0,45,0,3d_discrete,3,-1.744654076,114.8,4.218730326,-30
26,3.48327147,48.48327147,307,38,0,45,0,3d_discrete,3,2.47407625,77.4,-2.80347021,10
27,0.88529479,45.88529479,317,40,0,45,0,3d_discrete,3,-0.32939396,72.8,-2.700756386,-39
28,-2.16322564,42.83677436,278,40,0,45,0,3d_discrete,3,-3.030150346,6.2,2.260802608,238
29,-0.89517371,44.10482629,516,38,-3,45,-3,3d_discrete,3,-0.769347738,165,-0.867372044,-107
30,-1.718358,43.281642,409,32,1,45,3,3d_discrete,3,-1.636719782,43.6,2.295334694,15
31,-0.149597,44.850403,424,24,3,45,3,3d_discrete,3,0.658614912,35.2,1.30175615,-27
32,1.21887524,46.21887524,397,40,0,45,3,3d_discrete,3,1.960371062,-7.8,-2.276526496,-82
33,-0.78125766,44.21874234,315,40,3,45,-3,3d_discrete,3,-0.316155434,-97.2,3.984769086,46
34,4.22818271,49.22818271,361,45,1,45,-3,3d_discrete,3,3.668613652,-20.2,-2.629818686,-52
35,2.42754453,47.42754453,309,31,0,45,-3,3d_discrete,3,1.038794966,-52.2,-1.75234073,-33
36,0.881404,45.881404,276,40,-3,45,3,3d_discrete,3,-0.713545764,-55.6,-3.07993496,-64
37,-3.05288251,41.94711749,212,43,0,45,3,3d_discrete,3,-3.793480724,-82.6,2.298275626,115
38,-0.74794419,44.25205581,327,479,-3,45,3,3d_discrete,3,-1.495205098,30,-1.434003196,-39
39,-3.78447991,41.21552009,288,40,-3,45,-3,3d_discrete,3,-2.929208294,5.6,6.17874404,46
40,2.38594403,47.38594403,334,24,1,45,-3,3d_discrete,3,3.249535746,46.6,0.288041138,-114
41,3.12213046,48.12213046,220,40,0,45,-3,3d_discrete,3,3.537576884,-56.2,-4.655467322,4
42,-1.15345045,43.84654955,224,40,1,45,3,3d_discrete,3,-1.117890438,-54.6,2.7779697,73
43,2.21763511,47.21763511,297,43,3,45,-3,3d_discrete,3,1.660079262,24.4,-1.097935468,119
44,2.34574453,47.34574453,416,56,3,45,3,3d_discrete,3,0.562143794,117.8,-6.024098852,-244
45,-5.19442891,39.80557109,172,417,-3,45,3,3d_discrete,3,-5.461955058,-93.8,4.51579505,135
46,-1.62882494,43.37117506,307,72,1,45,-3,3d_discrete,3,-0.946160008,23.8,4.300049746,74
47,3.62739362,48.62739362,381,71,0,45,-3,3d_discrete,3,3.353889738,66.4,-0.690275718,3
48,3.1169886,48.1169886,384,43,3,45,3,3d_discrete,3,2.66361402,52,-0.387606286,-43
49,2.82529176,47.82529176,341,44,0,45,3,3d_discrete,3,2.276007734,24,-2.167300422,-157
50,2.1210964,47.1210964,184,40,3,45,-3,3d_discrete,3,0.108707312,-135.4,-5.28075034,123
51,-3.54236119,41.45763881,307,23,-3,45,-3,3d_discrete,3,-5.172043028,-12.4,7.085002618,-34
52,3.52145338,48.52145338,273,30,1,45,3,3d_discrete,3,1.91295959,-24.8,-14.19542924,-89
53,-14.12171697,30.87828303,184,45,-3,45,-3,3d_discrete,3,-12.28246965,-73.8,4.106133506,66
54,-13.22580227,31.77419773,250,32,1,45,3,3d_discrete,3,-8.17633614,10.4,9.961502094,11
55,-4.61064932,40.38935068,261,38,0,45,-3,3d_discrete,3,1.785165954,6,-0.721411582,NA
56,-5.77948583,39.22051417,NA,27,3,45,3,3d_discrete,3,1.063754372,NA,1.017026674,NA
57,-6.83343729,38.16656271,290,40,-3,45,3,3d_discrete,3,2.080781046,38.4,0.169225008,-32
58,-4.79983611,40.20016389,258,42,0,45,3,3d_discrete,3,2.250006054,9.4,2.154675656,-83
59,0,45,175,55,3,45,-3,3d_discrete,3,4.40468171,-71.8,-2.27556072,-33
60,-1.69178857,43.30821143,142,40,1,45,-3,3d_discrete,3,2.12912099,-83.2,3.0449781,81
61,3.13635837,48.13635837,223,32,3,45,-3,3d_discrete,3,5.17409909,5.4,-7.97216966,126
62,-4.33640479,40.66359521,349,54,-3,45,3,3d_discrete,3,-2.79807057,119.6,0.521960528,-3
63,-3.5680963,41.4319037,346,32,-3,45,-3,3d_discrete,3,-2.276110042,99,-6.417895204,-93
64,-12.48248938,32.51751062,253,40,3,45,3,3d_discrete,3,-8.694005246,-9.6,6.48696989,-91
65,-7.07145222,37.92854778,162,30,1,45,3,3d_discrete,3,-2.207035356,-104.6,0.267094366,-117
66,-9.28953691,35.71046309,45,40,0,45,-3,3d_discrete,3,-1.93994099,-186,5.299421152,86
67,-3.9035435,41.0964565,131,31,1,45,-3,3d_discrete,3,3.359480162,-56.4,1.008875448,44
68,-2.72631099,42.27368901,175,26,0,45,3,3d_discrete,3,4.36835561,21.8,-3.766726278,90
69,-4.99567424,40.00432576,265,44,3,45,3,3d_discrete,3,0.601629332,109.4,0.098006948,-94
70,-4.35422106,40.64577894,171,32,3,45,-3,3d_discrete,3,0.69963628,13.6,0.283704214,24
71,-2.76576183,42.23423817,195,39,1,45,3,3d_discrete,3,0.983340494,7.6,-3.369247158,2
72,-6.69287536,38.30712464,197,24,1,45,-3,3d_discrete,3,-2.385906664,-3.6,3.064828802,77
73,-3.85348045,41.14651955,274,24,-3,45,-3,3d_discrete,3,0.678922138,53.6,-1.064928358,23
74,-4.89909245,40.10090755,297,28,0,45,-3,3d_discrete,3,-0.38600622,70.2,-1.909024026,-165
75,-7.42159033,37.57840967,132,40,0,45,3,3d_discrete,3,-2.295030246,-87,0.582031764,18
76,-7.85800775,37.14199225,150,34,-3,45,3,3d_discrete,3,-1.712998482,-60,-0.276805034,274
77,-8.49529714,36.50470286,424,42,1,45,3,3d_discrete,3,-1.989803516,168.6,7.614681298,-129
78,-0.13739969,44.86260031,295,45,0,45,3,3d_discrete,3,5.624877782,35.4,-0.161726912,-168
79,0.85086486,45.85086486,127,60,3,45,-3,3d_discrete,3,5.46315087,-98.6,0.820966058,147
80,3.94518623,48.94518623,274,41,-3,45,-3,3d_discrete,3,6.284116928,20,-3.05482346,-55
81,3.0774554,48.0774554,219,40,-3,45,3,3d_discrete,3,3.229293468,-48.8,-4.226941364,-3
82,0.68696683,45.68696683,216,24,3,45,3,3d_discrete,3,-0.997647896,-10.2,-0.91726236,-43
83,-0.25351949,44.74648051,173,54,0,45,-3,3d_discrete,3,-1.914910256,-28.8,5.999303462,110
84,6.96951375,51.96951375,283,48,1,45,-3,3d_discrete,3,4.084393206,50,-1.707839688,-278
85,5.59079602,50.59079602,5,56,1,45,3,3d_discrete,3,2.376553518,-174.2,-10.22199009,321
86,-6.55835644,38.44164356,326,40,-3,45,3,3d_discrete,3,-7.845436574,125.4,3.781949414,314
87,-3.64225049,41.35774951,640,40,3,45,3,3d_discrete,3,-4.06348716,354.6,1.97986756,-620
88,-2.01459879,42.98540121,20,40,0,45,-3,3d_discrete,3,-2.0836196,-234.8,5.084703588,176
89,2.09525256,47.09525256,196,40,-3,45,-3,3d_discrete,3,3.001083988,-41.4,-0.5732569,70
90,0.50479557,45.50479557,266,34,3,45,-3,3d_discrete,3,2.427827088,-23.6,-1.00834817,35
91,1.01014836,46.01014836,301,32,1,45,-3,3d_discrete,3,1.419478918,16.4,0.683751222,-183
92,3.0279371,48.0279371,118,30,0,45,3,3d_discrete,3,2.10323014,-62.2,-7.874806394,-4
93,-5.55493692,39.44506308,114,40,1,45,-3,3d_discrete,3,-5.771576254,-85,5.973987432,-6
94,0,45,108,38,3,45,3,3d_discrete,3,0.202411178,-73.4,-5.10897931,11
95,-6.51242303,38.48757697,119,27,1,45,3,3d_discrete,3,-4.906568132,-33,-3.752592826,28
96,-13.08380691,31.91619309,147,40,0,45,3,3d_discrete,3,-8.659160958,25.8,NA,84
97,NA,231.28478,231,201,3,45,-3,3d_discrete,3,NA,87.2,NA,28
98,-1.57918289,43.42081711,259,42,-3,45,-3,3d_discrete,3,3.76688706,86.2,0.01735801,-85
99,-0.56354687,44.43645313,174,42,-3,45,3,3d_discrete,3,3.78424507,-12,-2.614449882,-24
100,-3.97249594,41.02750406,150,42,0,45,-3,3d_discrete,3,1.169795188,-42.2,-0.53144993,41
101,-4.00182658,40.99817342,191,29,3,45,-3,3d_discrete,3,0.638345258,-10,-0.66595097,23
102,-2.56377021,42.43622979,214,24,1,45,3,3d_discrete,3,-0.027605712,16.4,-0.81325188,-21
103,-3.82648189,41.17351811,193,25,0,45,3,3d_discrete,3,-0.840857592,8.6,1.921080116,-48
104,-2.2408655,42.7591345,145,24,-3,45,3,3d_discrete,3,1.080222524,-33.6,-0.359068832,-55
105,-2.25679393,42.74320607,90,30,3,45,3,3d_discrete,3,0.721153692,-76.6,-1.308866722,-57
106,-3.45661917,41.54338083,33,27,0,45,-3,3d_discrete,3,-0.58771303,-102,-0.393601592,101
107,-4.1718334,40.8281666,134,30,-3,45,-3,3d_discrete,3,-0.981314622,15,-6.253693842,478
108,-12.07528858,32.92471142,612,31,1,45,-3,3d_discrete,3,-7.235008464,409.2,10.51919314,-310
109,-1.38490292,43.61509708,302,41,-3,45,-3,3d_discrete,3,3.28418468,67.8,-5.46741841,-240
110,-8.00120318,36.99879682,62,42,0,45,-3,3d_discrete,3,-2.18323373,-166.6,4.937046634,192
111,-2.96604089,42.03395911,254,30,3,45,-3,3d_discrete,3,2.753812904,-18.8,-0.334893798,-48
112,-3.08321001,41.91678999,206,41,3,45,3,3d_discrete,3,2.418919106,-81.2,-3.57024049,-61
113,-5.29799098,39.70200902,145,23,1,45,3,3d_discrete,3,-1.151321384,-48.8,-0.595612924,-19
114,-7.02077915,37.97922085,126,41,-3,45,3,3d_discrete,3,-1.746934308,-32.6,-2.893775214,-28
115,-10.39289216,34.60710784,98,39,0,45,3,3d_discrete,3,-4.640709522,-67.8,10.20174932,230
116,0.50258167,45.50258167,328,40,1,45,-3,3d_discrete,3,5.561039796,147.4,-2.831944768,-177
117,-2.14090137,42.85909863,151,42,3,45,3,3d_discrete,3,2.729095028,-18.6,3.344331086,-45
118,2.82878489,47.82878489,106,40,-3,45,3,3d_discrete,3,6.073426114,-55.8,-1.923805888,-74
119,2.88641854,47.88641854,32,40,1,45,3,3d_discrete,3,4.149620226,-111,-2.534336116,-17
120,3.03832607,48.03832607,15,38,-3,45,-3,3d_discrete,3,1.61528411,-111.4,-5.051845968,130
121,-2.64254529,42.35745471,145,42,0,45,-3,3d_discrete,3,-3.436561858,55.2,-4.089057504,157
122,-7.87927815,37.12072185,302,39,1,45,-3,3d_discrete,3,-7.525619362,182,9.129113048,-156
123,0.8550974,45.8550974,146,39,3,45,-3,3d_discrete,3,1.603493686,18,-1.935939268,124
124,-2.07265697,42.92734303,270,41,0,45,3,3d_discrete,3,-0.332445582,94.4,-2.644942528,-102
125,-6.65658089,38.34341911,168,39,-3,45,3,3d_discrete,3,-2.97738811,-38.2,0.588478992,126
126,-6.92449105,38.07550895,294,22,1,45,-3,3d_discrete,3,-2.388909118,58,0.253563716,-179
127,-6.36883963,38.63116037,115,39,0,45,-3,3d_discrete,3,-2.135345402,-83.6,1.76826943,23
128,-5.9644871,39.0355129,138,29,0,45,3,3d_discrete,3,-0.367075972,-59,-1.89300143,-3
129,-9.30369642,35.69630358,135,55,1,45,3,3d_discrete,3,-2.260077402,-35,4.834826234,119
130,-3.92194251,41.07805749,254,32,3,45,-3,3d_discrete,3,2.574748832,66.8,-1.712586868,-61
131,-5.31203896,39.68796104,193,40,-3,45,-3,3d_discrete,3,0.862161964,26,3.320530226,-40
132,-0.89717601,44.10282399,153,38,3,45,3,3d_discrete,3,4.18269219,-21.6,NA,-62
133,NA,217.8749837,91,209,0,45,3,3d_discrete,3,NA,-74.2,NA,395
134,-1.96696076,43.03303924,486,44,0,45,-3,3d_discrete,3,2.313402172,250.6,-1.226459044,-479
135,-1.66585065,43.33414935,7,31,3,45,3,3d_discrete,3,1.086943128,-179,0.961456172,199
136,0.09999253,45.09999253,206,40,1,45,-3,3d_discrete,3,2.0483993,17.4,2.951811326,82
137,5.14276456,50.14276456,288,16,-3,45,-3,3d_discrete,3,5.000210626,72.4,-9.871842466,-38
138,-5.68705338,39.31294662,250,38,1,45,3,3d_discrete,3,-4.87163184,2.6,-1.764158524,-92
139,-8.82227469,36.17772531,158,40,-3,45,3,3d_discrete,3,-6.635790364,-23.8,1.105195568,19
140,-9.22988624,35.77011376,177,40,3,45,-3,3d_discrete,3,-5.530594796,-38.8,5.135673098,-45
141,-5.14276456,39.85723544,132,30,3,45,-3,3d_discrete,3,-0.394921698,-69,4.576718952,-90
142,-1.99324815,43.00675185,42,27,0,45,-3,3d_discrete,3,4.181797254,-109.8,-2.763977302,-10
143,-4.52476847,40.47523153,32,32,3,45,3,3d_discrete,3,1.417819952,-76.2,-1.353898116,11
144,-5.14276456,39.85723544,43,27,-3,45,-3,3d_discrete,3,0.063921836,-42.2,-1.06531028,-11
145,-5.45262199,39.54737801,32,27,1,45,-3,3d_discrete,3,-1.001388444,-24.2,-0.086951682,22
146,-5.63877595,39.36122405,54,28,1,45,3,3d_discrete,3,-1.088340126,13.4,1.124808392,92
147,-5.14414741,39.85585259,146,30,-3,45,3,3d_discrete,3,0.036468266,84.6,-0.113071908,241
148,-5.44033203,39.55966797,387,38,0,45,3,3d_discrete,3,-0.076603642,254.6,0.076603642,298
1,-6.04409216,38.95590784,685,71,0,45,0,3d_discrete,4,0,0,8.396343085,-34
2,10.74859401,55.74859401,651,37,0,45,0,3d_discrete,4,8.396343085,-17,-21.23789309,-62
3,-16.91007408,28.08992592,589,33,0,45,0,3d_discrete,4,-12.84155,-52.66666667,3.953402188,251
4,-15.91938783,29.08061217,840,61,0,45,0,3d_discrete,4,-8.888147815,148.75,-7.298614965,-543
5,-27.26469349,17.73530651,297,2470,0,45,0,3d_discrete,4,-16.18676278,-315.4,18.56111819,62
6,-9.36844608,35.63155392,359,222,0,45,0,3d_discrete,4,2.374355414,-188.2,11.68363934,-340
7,0.20684307,45.20684307,19,913,0,45,0,3d_discrete,4,14.05799475,-401.8,-15.46339622,312
8,-14.84317292,30.15682708,331,32,0,45,0,3d_discrete,4,-1.40540147,-38.2,-2.197170718,-141
9,-17.32058259,27.67941741,190,54,0,45,0,3d_discrete,4,-3.602572188,-49.2,-2.455914116,-35
10,-17.90444751,27.09555249,155,40,0,45,0,3d_discrete,4,-6.058486304,-55.8,5.88392091,33
11,-12.68354673,32.31645327,188,52,0,45,0,3d_discrete,4,-0.174565394,11.4,8.788422512,-29
12,-4.92061604,40.07938396,159,1248,0,45,0,3d_discrete,4,8.613857118,-45.6,-11.6337037,-31
13,-16.98210645,28.01789355,128,42,0,45,0,3d_discrete,4,-3.019846586,-36,-2.286810868,76
14,-19.756001,25.243999,204,93,0,45,0,3d_discrete,4,-5.306657454,37.2,8.79013517,3
15,-9.23122041,35.76877959,207,31,0,45,0,3d_discrete,4,3.483477716,29.8,-0.24875848,-24
16,-8.67908693,36.32091307,183,70,0,45,0,3d_discrete,4,3.234719236,6.8,3.33054629,-81
17,-5.45552179,39.54447821,102,52,0,45,0,3d_discrete,4,6.565265526,-62.8,-5.915584436,114
18,-9.96835617,35.03164383,216,97,0,45,0,3d_discrete,4,0.64968109,33.6,-5.467589166,121
19,-14.35593142,30.64406858,337,30,0,45,0,3d_discrete,4,-4.817908076,128,7.621510226,-165
20,-6.11022139,38.88977861,172,86,0,45,0,3d_discrete,4,2.80360215,-30,-0.588354316,118
21,-6.2034479,38.7965521,290,1400,0,45,0,3d_discrete,4,2.215247834,66.6,-3.77808889,-120
22,-11.11304054,33.88695946,170,75,0,45,0,3d_discrete,4,-1.562841056,-67,3.50988269,18
23,-7.01185827,37.98814173,188,344,0,45,0,3d_discrete,4,1.947041634,-43.4,-21.67984346,3
24,-32.27564431,12.72435569,191,47,0,45,0,3d_discrete,4,-19.73280183,-11.2,3.279628056,429
25,-34.71746497,10.28253503,620,44,0,45,0,3d_discrete,4,-16.45317377,328.2,25.41992182,-404
26,-10.07106696,34.92893304,216,74,0,45,0,3d_discrete,4,8.96674805,-61,-11.59992212,-16
27,-24.31047621,20.68952379,200,41,0,45,0,3d_discrete,4,-2.633174066,-83,15.66179405,-40
28,-9.05788813,35.94211187,160,106,0,45,0,3d_discrete,4,13.02861999,-117.4,NA,399
29,NA,271.2102942,559,32,1,45,-3,3d_discrete,4,NA,208,NA,-415
30,-26.29264857,18.70735143,144,37,3,45,-3,3d_discrete,4,-5.402739602,-111.8,6.528461616,22
31,-16.02586745,28.97413255,166,77,0,45,3,3d_discrete,4,1.125722014,-79.8,4.03156629,24
32,-12.47510971,32.52489029,190,92,-3,45,-3,3d_discrete,4,5.157288304,-53.8,-4.153628652,-31
33,-14.7083039,30.2916961,159,71,3,45,3,3d_discrete,4,1.003659652,-84.6,-4.562078374,58
34,-21.82350581,23.17649419,217,32,1,45,3,3d_discrete,4,-3.558418722,41.8,5.041783672,133
35,-14.40399053,30.59600947,350,93,0,45,-3,3d_discrete,4,1.48336495,133.6,1.930716064,12
36,-11.58512622,33.41487378,362,42,-3,45,3,3d_discrete,4,3.414081014,106.4,-4.493664394,-109
37,-16.97971084,28.02028916,253,39,3,45,3,3d_discrete,4,-1.07958338,-15.2,2.68324602,-40
38,-14.19350505,30.80649495,213,45,0,45,-3,3d_discrete,4,1.60366264,-66,-7.741732232,-78
39,-21.96317015,23.03682985,135,61,-3,45,-3,3d_discrete,4,-6.138069592,-127.6,6.686493164,35
40,-15.4948486,29.5051514,170,99,3,45,-3,3d_discrete,4,0.548423572,-56.6,-1.05658158,-125
41,-17.79300617,27.20699383,45,168,1,45,3,3d_discrete,4,-0.508158008,-118.2,4.020179194,64
42,-12.97110601,32.02889399,109,71,0,45,3,3d_discrete,4,3.512021186,-25.4,-11.16045216,111
43,-26.61607145,18.38392855,220,59,1,45,-3,3d_discrete,4,-7.648430974,84.2,11.19815963,-26
44,-13.78159724,31.21840276,194,206,-3,45,3,3d_discrete,4,3.549728654,46.4,-12.62987946,82
45,-29.14063373,15.85936627,276,67,0,45,-3,3d_discrete,4,-9.08015081,107.2,5.69107524,-93
46,-24.86369657,20.13630343,183,81,-3,45,3,3d_discrete,4,-3.38907557,-13.4,6.459108376,180
47,-19.76295874,25.23704126,363,23,3,45,3,3d_discrete,4,3.070032806,115.8,3.189138826,356
48,-14.06325703,30.93674297,719,27,3,45,-3,3d_discrete,4,6.259171632,372,-10.12627484,-513
49,-26.79151553,18.20848447,206,20,-3,45,-3,3d_discrete,4,-3.86710321,-143.4,-0.28865216,216
50,-26.56505118,18.43494882,422,69,1,45,3,3d_discrete,4,-4.15575537,43.4,3.210756266,-167
51,-22.9769445,22.0230555,255,153,0,45,3,3d_discrete,4,-0.944999104,-138,-2.710161144,58
52,-27.16814237,17.83185763,313,280,1,45,-3,3d_discrete,4,-3.655160248,-70,-1.32139106,-12
53,-32.09610253,12.90389747,301,67,1,45,3,3d_discrete,4,-4.976551308,1.6,6.372808184,-67
54,-25.45623905,19.54376095,234,65,3,45,3,3d_discrete,4,1.396256876,-71,0.74648587,8
55,-24.24592868,20.75407132,242,34,1,45,-3,3d_discrete,4,2.142742746,-27,-1.854739596,-88
56,-26.88159922,18.11840078,154,83,0,45,-3,3d_discrete,4,0.28800315,-94.8,0.129787538,-138
57,-26.64772901,18.35227099,16,204,3,45,-3,3d_discrete,4,0.417790688,-173.4,-0.079329864,124
58,-25.38479796,19.61520204,140,109,-3,45,-3,3d_discrete,4,0.338460824,-17.2,-1.483600986,441
59,-27.22143892,17.77856108,581,325,0,45,3,3d_discrete,4,-1.145140162,354.4,-2.455833736,-125
60,-31.03510865,13.96489135,456,95,-3,45,3,3d_discrete,4,-3.600973898,186.6,3.657627558,-312
61,-27.50145156,17.49854844,144,97,1,45,-3,3d_discrete,4,0.05665366,-123.4,3.268403574,7
62,-23.62937773,21.37062227,151,29,-3,45,3,3d_discrete,4,3.325057234,-143.4,8.390800138,-15
63,-12.7020225,32.2979775,136,59,0,45,3,3d_discrete,4,11.71585737,-157.6,12.66499962,673
64,6.75908113,51.75908113,809,1569,0,45,-3,3d_discrete,4,24.38085699,469.8,-26.18673997,-127
65,-16.52579639,28.47420361,682,6574,1,45,3,3d_discrete,4,-1.80588298,297.6,14.69794063,28
66,4.59054319,49.59054319,710,470,3,45,-3,3d_discrete,4,12.89205765,212.4,-4.700510688,41
